STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE
111,2023-12-03 07:30:02,2023-12-03 07:28:05,MOUNTJOY SQUARE EAST,40,36,4,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-03 07:30:02,2023-12-03 07:29:07,NORTH CIRCULAR ROAD (O'CONNELL'S),30,14,16,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-03 07:30:02,2023-12-03 07:19:47,MERRION SQUARE SOUTH,40,16,22,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-03 07:30:02,2023-12-03 07:20:36,WILTON TERRACE (PARK),40,25,15,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-03 07:30:02,2023-12-03 07:21:33,KILLARNEY STREET,30,13,17,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-03 07:30:02,2023-12-03 07:27:52,BROADSTONE,30,29,1,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-03 07:30:02,2023-12-03 07:28:44,HANOVER QUAY EAST,40,21,19,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-03 08:00:04,2023-12-03 07:58:06,CLARENDON ROW,31,0,31,OPEN,Clarendon Row,53.3409,-6.2625
2,2023-12-03 08:00:04,2023-12-03 07:59:08,BLESSINGTON STREET,20,20,0,OPEN,Blessington Street,53.3568,-6.26814
3,2023-12-03 08:00:04,2023-12-03 07:49:55,BOLTON STREET,20,2,18,OPEN,Bolton Street,53.3512,-6.26986
4,2023-12-03 08:00:04,2023-12-03 07:51:04,GREEK STREET,20,2,18,OPEN,Greek Street,53.3469,-6.27298
5,2023-12-03 08:00:04,2023-12-03 07:52:09,CHARLEMONT PLACE,40,37,3,OPEN,Charlemont Street,53.3307,-6.26018
6,2023-12-03 08:00:04,2023-12-03 07:58:12,CHRISTCHURCH PLACE,20,5,15,OPEN,Christchurch Place,53.3434,-6.27012
7,2023-12-03 08:00:04,2023-12-03 07:59:01,HIGH STREET,29,17,11,OPEN,High Street,53.3436,-6.27507
8,2023-12-03 08:00:04,2023-12-03 07:49:57,CUSTOM HOUSE QUAY,30,19,11,OPEN,Custom House Quay,53.3479,-6.24805
9,2023-12-03 08:00:04,2023-12-03 07:50:57,EXCHEQUER STREET,24,4,20,OPEN,Exchequer Street,53.343,-6.26358
10,2023-12-03 08:00:04,2023-12-03 07:53:17,DAME STREET,16,1,15,OPEN,Dame Street,53.344,-6.2668
11,2023-12-03 08:00:04,2023-12-03 07:58:03,EARLSFORT TERRACE,30,30,0,OPEN,Earlsfort Terrace,53.3343,-6.2585
12,2023-12-03 08:00:04,2023-12-03 07:58:54,ECCLES STREET,20,14,6,OPEN,Eccles Street,53.3592,-6.26978
13,2023-12-03 08:00:04,2023-12-03 07:51:20,FITZWILLIAM SQUARE WEST,30,23,7,OPEN,Fitzwilliam Square West,53.3361,-6.25282
14,2023-12-03 08:00:04,2023-12-03 07:50:58,FOWNES STREET UPPER,30,12,18,OPEN,Fownes Street Upper,53.3446,-6.26337
15,2023-12-03 08:00:04,2023-12-03 07:51:58,HARDWICKE STREET,16,16,0,OPEN,Hardwicke Street,53.3555,-6.26442
16,2023-12-03 08:00:04,2023-12-03 07:59:14,GEORGES QUAY,20,4,16,OPEN,Georges Quay,53.3475,-6.25219
17,2023-12-03 08:00:04,2023-12-03 07:59:03,GOLDEN LANE,20,0,20,OPEN,Golden Lane,53.3408,-6.26773
18,2023-12-03 08:00:04,2023-12-03 07:53:47,GRANTHAM STREET,30,25,3,OPEN,Grantham Street,53.3341,-6.26544
19,2023-12-03 08:00:04,2023-12-03 07:59:27,HERBERT PLACE,30,11,19,OPEN,Herbert Place,53.3344,-6.24557
20,2023-12-03 08:00:04,2023-12-03 07:51:48,JAMES STREET EAST,30,27,3,OPEN,James Street East,53.3366,-6.24811
21,2023-12-03 08:00:04,2023-12-03 07:58:26,LEINSTER STREET SOUTH,30,19,11,OPEN,Leinster Street South,53.3422,-6.25449
22,2023-12-03 08:00:04,2023-12-03 07:58:54,TOWNSEND STREET,20,8,12,OPEN,Townsend Street,53.3459,-6.25461
23,2023-12-03 08:00:04,2023-12-03 07:56:42,CUSTOM HOUSE,30,2,28,OPEN,Custom House,53.3483,-6.25466
24,2023-12-03 08:00:04,2023-12-03 07:59:39,CATHAL BRUGHA STREET,20,3,17,OPEN,Cathal Brugha Street,53.3521,-6.26053
25,2023-12-03 08:00:04,2023-12-03 07:52:32,MERRION SQUARE EAST,30,15,15,OPEN,Merrion Square East,53.3394,-6.24655
26,2023-12-03 08:00:04,2023-12-03 07:58:04,MERRION SQUARE WEST,20,8,12,OPEN,Merrion Square West,53.3398,-6.25199
27,2023-12-03 08:00:04,2023-12-03 07:59:40,MOLESWORTH STREET,20,12,8,OPEN,Molesworth Street,53.3413,-6.25812
28,2023-12-03 08:00:04,2023-12-03 07:55:04,MOUNTJOY SQUARE WEST,30,25,4,OPEN,Mountjoy Square West,53.3563,-6.25859
29,2023-12-03 08:00:04,2023-12-03 07:55:45,ORMOND QUAY UPPER,29,2,27,OPEN,Ormond Quay Upper,53.3461,-6.268
30,2023-12-03 08:00:04,2023-12-03 07:55:57,PARNELL SQUARE NORTH,20,20,0,OPEN,Parnell Square North,53.3535,-6.26531
31,2023-12-03 08:00:04,2023-12-03 07:58:02,PARNELL STREET,20,14,6,OPEN,Parnell Street,53.3509,-6.26512
32,2023-12-03 08:00:04,2023-12-03 07:58:55,PEARSE STREET,30,30,0,OPEN,Pearse Street,53.3443,-6.25043
33,2023-12-03 08:00:04,2023-12-03 07:50:00,PRINCES STREET / O'CONNELL STREET,23,0,23,OPEN,Princes Street / O'Connell Street,53.349,-6.26031
34,2023-12-03 08:00:04,2023-12-03 07:58:25,PORTOBELLO HARBOUR,30,6,23,OPEN,Portobello Harbour,53.3304,-6.26516
35,2023-12-03 08:00:04,2023-12-03 07:58:02,SMITHFIELD,30,9,21,OPEN,Smithfield,53.3477,-6.27821
36,2023-12-03 08:00:04,2023-12-03 07:58:01,ST. STEPHEN'S GREEN EAST,40,11,29,OPEN,St. Stephen's Green East,53.3378,-6.25603
37,2023-12-03 08:00:04,2023-12-03 07:59:01,ST. STEPHEN'S GREEN SOUTH,30,27,3,OPEN,St. Stephen's Green South,53.3375,-6.26199
38,2023-12-03 08:00:04,2023-12-03 07:51:35,TALBOT STREET,40,10,30,OPEN,Talbot Street,53.351,-6.25294
39,2023-12-03 08:00:04,2023-12-03 07:50:51,WILTON TERRACE,20,10,10,OPEN,Wilton Terrace,53.3324,-6.25272
40,2023-12-03 08:00:04,2023-12-03 07:51:50,JERVIS STREET,21,0,21,OPEN,Jervis Street,53.3483,-6.26665
41,2023-12-03 08:00:04,2023-12-03 07:58:03,HARCOURT TERRACE,20,16,4,OPEN,Harcourt Terrace,53.3328,-6.25794
42,2023-12-03 08:00:04,2023-12-03 07:59:04,SMITHFIELD NORTH,30,18,12,OPEN,Smithfield North,53.3496,-6.2782
43,2023-12-03 08:00:04,2023-12-03 07:50:00,PORTOBELLO ROAD,30,25,5,OPEN,Portobello Road,53.3301,-6.26804
44,2023-12-03 08:00:04,2023-12-03 07:50:59,UPPER SHERRARD STREET,30,29,1,OPEN,Upper Sherrard Street,53.3584,-6.26064
45,2023-12-03 08:00:04,2023-12-03 07:58:53,DEVERELL PLACE,30,2,28,OPEN,Deverell Place,53.3515,-6.25527
47,2023-12-03 08:00:04,2023-12-03 07:58:59,HERBERT STREET,40,33,7,OPEN,Herbert Street,53.3357,-6.24551
48,2023-12-03 08:00:04,2023-12-03 07:50:02,EXCISE WALK,40,37,3,OPEN,Excise Walk,53.3478,-6.24424
49,2023-12-03 08:00:04,2023-12-03 07:54:53,GUILD STREET,40,32,8,OPEN,Guild Street,53.3479,-6.24093
50,2023-12-03 08:00:04,2023-12-03 07:52:22,GEORGES LANE,40,31,9,OPEN,George's Lane,53.3502,-6.2797
51,2023-12-03 08:00:04,2023-12-03 07:58:00,YORK STREET WEST,40,20,20,OPEN,York Street West,53.3393,-6.2647
52,2023-12-03 08:00:04,2023-12-03 07:50:07,YORK STREET EAST,32,12,20,OPEN,York Street East,53.3388,-6.262
53,2023-12-03 08:00:04,2023-12-03 07:49:58,NEWMAN HOUSE,40,38,2,OPEN,Newman House,53.3371,-6.26059
54,2023-12-03 08:00:04,2023-12-03 07:51:08,CLONMEL STREET,33,27,6,OPEN,Clonmel Street,53.336,-6.26298
55,2023-12-03 08:00:04,2023-12-03 07:51:46,HATCH STREET,36,33,3,OPEN,Hatch Street,53.334,-6.26071
56,2023-12-03 08:00:04,2023-12-03 07:58:00,MOUNT STREET LOWER,40,22,18,OPEN,Mount Street Lower,53.338,-6.24153
57,2023-12-03 08:00:04,2023-12-03 07:59:00,GRATTAN STREET,23,4,19,OPEN,Grattan Street,53.3396,-6.24378
58,2023-12-03 08:00:04,2023-12-03 07:49:55,SIR PATRICK DUN'S,40,25,15,OPEN,Sir Patrick's Dun,53.3392,-6.24064
59,2023-12-03 08:00:04,2023-12-03 07:51:02,DENMARK STREET GREAT,20,16,4,OPEN,Denmark Street Great,53.3556,-6.2614
60,2023-12-03 08:00:04,2023-12-03 07:53:49,NORTH CIRCULAR ROAD,30,28,2,OPEN,North Circular Road,53.3596,-6.26035
61,2023-12-03 08:00:04,2023-12-03 07:58:00,HARDWICKE PLACE,25,6,19,OPEN,Hardwicke Place,53.357,-6.26323
62,2023-12-03 08:00:04,2023-12-03 07:58:59,LIME STREET,40,24,16,OPEN,Lime Street,53.346,-6.24358
63,2023-12-03 08:00:04,2023-12-03 07:49:51,FENIAN STREET,35,9,26,OPEN,Fenian Street,53.3414,-6.24672
64,2023-12-03 08:00:04,2023-12-03 07:51:07,SANDWITH STREET,40,11,29,OPEN,Sandwith Street,53.3452,-6.24716
65,2023-12-03 08:00:04,2023-12-03 07:58:27,CONVENTION CENTRE,40,34,6,OPEN,Convention Centre,53.3474,-6.23852
66,2023-12-03 08:00:04,2023-12-03 07:58:01,NEW CENTRAL BANK,40,20,20,OPEN,New Central Bank,53.3471,-6.23475
67,2023-12-03 08:00:04,2023-12-03 07:58:56,THE POINT,40,38,2,OPEN,The Point,53.3469,-6.23085
68,2023-12-03 08:00:04,2023-12-03 07:59:43,HANOVER QUAY,40,28,12,OPEN,Hanover Quay,53.3441,-6.23715
69,2023-12-03 08:00:04,2023-12-03 07:52:03,GRAND CANAL DOCK,40,28,12,OPEN,Grand Canal Dock,53.3426,-6.2387
71,2023-12-03 08:00:04,2023-12-03 07:58:32,KEVIN STREET,40,12,28,OPEN,Kevin Street,53.3378,-6.2677
72,2023-12-03 08:00:04,2023-12-03 07:58:54,JOHN STREET WEST,31,25,6,OPEN,John Street West,53.3431,-6.27717
73,2023-12-03 08:00:04,2023-12-03 07:49:52,FRANCIS STREET,30,25,5,OPEN,Francis Street,53.3421,-6.27523
74,2023-12-03 08:00:04,2023-12-03 07:51:27,OLIVER BOND STREET,30,24,6,OPEN,Oliver Bond Street,53.3439,-6.28053
75,2023-12-03 08:00:04,2023-12-03 07:52:05,JAMES STREET,40,35,5,OPEN,James Street,53.3435,-6.28741
76,2023-12-03 08:00:04,2023-12-03 07:58:22,MARKET STREET SOUTH,38,37,1,OPEN,Market Street South,53.3423,-6.28766
77,2023-12-03 08:00:04,2023-12-03 07:58:58,WOLFE TONE STREET,29,7,22,OPEN,Wolfe Tone Street,53.3489,-6.26746
78,2023-12-03 08:00:04,2023-12-03 07:55:13,MATER HOSPITAL,40,27,13,OPEN,Mater Hospital,53.36,-6.26483
79,2023-12-03 08:00:04,2023-12-03 07:51:50,ECCLES STREET EAST,27,18,9,OPEN,Eccles Street East,53.3581,-6.2656
80,2023-12-03 08:00:04,2023-12-03 07:52:17,ST JAMES HOSPITAL (LUAS),40,40,0,OPEN,St James Hospital (Luas),53.3414,-6.29295
82,2023-12-03 08:00:04,2023-12-03 07:58:53,MOUNT BROWN,22,20,2,OPEN,Mount Brown,53.3416,-6.29719
83,2023-12-03 08:00:04,2023-12-03 07:56:09,EMMET ROAD,40,8,22,OPEN,Emmet Road,53.3407,-6.30819
84,2023-12-03 08:00:04,2023-12-03 07:50:59,BROOKFIELD ROAD,30,26,4,OPEN,Brookfield Road,53.339,-6.30022
85,2023-12-03 08:00:04,2023-12-03 07:54:22,ROTHE ABBEY,35,30,5,OPEN,Rothe Abbey,53.3388,-6.30395
86,2023-12-03 08:00:04,2023-12-03 07:58:07,PARKGATE STREET,38,2,36,OPEN,Parkgate Street,53.348,-6.2918
87,2023-12-03 08:00:04,2023-12-03 07:59:02,COLLINS BARRACKS MUSEUM,38,24,14,OPEN,Collins Barracks Museum,53.3475,-6.28525
88,2023-12-03 08:00:04,2023-12-03 07:58:44,BLACKHALL PLACE,30,24,6,OPEN,Blackhall Place,53.3488,-6.28164
89,2023-12-03 08:00:04,2023-12-03 07:50:49,FITZWILLIAM SQUARE EAST,40,36,4,OPEN,Fitzwilliam Square East,53.3352,-6.2509
90,2023-12-03 08:00:04,2023-12-03 07:51:49,BENSON STREET,40,25,15,OPEN,Benson Street,53.3442,-6.23345
91,2023-12-03 08:00:04,2023-12-03 07:57:59,SOUTH DOCK ROAD,30,0,30,OPEN,South Dock Road,53.3418,-6.23129
92,2023-12-03 08:00:04,2023-12-03 07:51:25,HEUSTON BRIDGE (NORTH),40,2,38,OPEN,Heuston Bridge (North),53.3478,-6.29243
93,2023-12-03 08:00:04,2023-12-03 07:49:57,HEUSTON STATION (CENTRAL),40,1,39,OPEN,Heuston Station (Central),53.3466,-6.29692
94,2023-12-03 08:00:04,2023-12-03 07:50:52,HEUSTON STATION (CAR PARK),40,3,37,OPEN,Heuston Station (Car Park),53.347,-6.2978
95,2023-12-03 08:00:04,2023-12-03 07:52:02,ROYAL HOSPITAL,40,31,9,OPEN,Royal Hospital,53.3439,-6.29706
96,2023-12-03 08:00:04,2023-12-03 07:57:55,KILMAINHAM LANE,30,26,4,OPEN,Kilmainham Lane,53.3418,-6.30509
97,2023-12-03 08:00:04,2023-12-03 07:58:57,KILMAINHAM GAOL,40,36,4,OPEN,Kilmainham Gaol,53.3421,-6.31002
98,2023-12-03 08:00:04,2023-12-03 07:52:28,FREDERICK STREET SOUTH,40,0,40,OPEN,Frederick Street South,53.3415,-6.25685
99,2023-12-03 08:00:04,2023-12-03 07:50:55,CITY QUAY,30,23,7,OPEN,City Quay,53.3466,-6.24615
100,2023-12-03 08:00:04,2023-12-03 07:52:40,HEUSTON BRIDGE (SOUTH),25,0,25,OPEN,Heuston Bridge (South),53.3471,-6.29204
101,2023-12-03 08:00:04,2023-12-03 07:58:06,KING STREET NORTH,30,26,4,OPEN,King Street North,53.3503,-6.27351
102,2023-12-03 08:00:04,2023-12-03 07:59:06,WESTERN WAY,40,32,8,OPEN,Western Way,53.3549,-6.26942
103,2023-12-03 08:00:04,2023-12-03 07:49:54,GRANGEGORMAN LOWER (SOUTH),40,40,0,OPEN,Grangegorman Lower (South),53.3547,-6.27868
104,2023-12-03 08:00:04,2023-12-03 07:50:58,GRANGEGORMAN LOWER (CENTRAL),40,40,0,OPEN,Grangegorman Lower (Central),53.3552,-6.27842
105,2023-12-03 08:00:04,2023-12-03 07:51:44,GRANGEGORMAN LOWER (NORTH),36,36,0,OPEN,Grangegorman Lower (North),53.356,-6.27838
106,2023-12-03 08:00:04,2023-12-03 07:58:19,RATHDOWN ROAD,40,28,12,OPEN,Rathdown Road,53.3589,-6.28034
107,2023-12-03 08:00:04,2023-12-03 07:59:03,CHARLEVILLE ROAD,40,23,17,OPEN,Charleville Road,53.3592,-6.28187
108,2023-12-03 08:00:04,2023-12-03 07:49:40,AVONDALE ROAD,35,34,1,OPEN,Avondale Road,53.3594,-6.27614
109,2023-12-03 08:00:04,2023-12-03 07:51:59,BUCKINGHAM STREET LOWER,29,6,23,OPEN,Buckingham Street Lower,53.3533,-6.24932
110,2023-12-03 08:00:04,2023-12-03 07:51:52,PHIBSBOROUGH ROAD,40,39,1,OPEN,Phibsborough Road,53.3563,-6.27372
111,2023-12-03 08:00:04,2023-12-03 07:58:24,MOUNTJOY SQUARE EAST,40,38,2,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-03 08:00:04,2023-12-03 07:59:29,NORTH CIRCULAR ROAD (O'CONNELL'S),30,16,14,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-03 08:00:04,2023-12-03 07:50:04,MERRION SQUARE SOUTH,40,16,22,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-03 08:00:04,2023-12-03 07:50:52,WILTON TERRACE (PARK),40,25,15,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-03 08:00:04,2023-12-03 07:51:49,KILLARNEY STREET,30,13,17,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-03 08:00:04,2023-12-03 07:58:10,BROADSTONE,30,28,2,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-03 08:00:04,2023-12-03 07:59:01,HANOVER QUAY EAST,40,21,19,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-03 08:30:03,2023-12-03 08:28:22,CLARENDON ROW,31,0,31,OPEN,Clarendon Row,53.3409,-6.2625
2,2023-12-03 08:30:03,2023-12-03 08:29:25,BLESSINGTON STREET,20,20,0,OPEN,Blessington Street,53.3568,-6.26814
3,2023-12-03 08:30:03,2023-12-03 08:20:11,BOLTON STREET,20,2,18,OPEN,Bolton Street,53.3512,-6.26986
4,2023-12-03 08:30:03,2023-12-03 08:21:20,GREEK STREET,20,2,18,OPEN,Greek Street,53.3469,-6.27298
5,2023-12-03 08:30:03,2023-12-03 08:22:27,CHARLEMONT PLACE,40,37,3,OPEN,Charlemont Street,53.3307,-6.26018
6,2023-12-03 08:30:03,2023-12-03 08:28:28,CHRISTCHURCH PLACE,20,5,15,OPEN,Christchurch Place,53.3434,-6.27012
7,2023-12-03 08:30:03,2023-12-03 08:29:22,HIGH STREET,29,20,8,OPEN,High Street,53.3436,-6.27507
8,2023-12-03 08:30:03,2023-12-03 08:20:13,CUSTOM HOUSE QUAY,30,19,11,OPEN,Custom House Quay,53.3479,-6.24805
9,2023-12-03 08:30:03,2023-12-03 08:29:06,EXCHEQUER STREET,24,2,22,OPEN,Exchequer Street,53.343,-6.26358
10,2023-12-03 08:30:03,2023-12-03 08:22:07,DAME STREET,16,0,16,OPEN,Dame Street,53.344,-6.2668
11,2023-12-03 08:30:03,2023-12-03 08:28:20,EARLSFORT TERRACE,30,30,0,OPEN,Earlsfort Terrace,53.3343,-6.2585
12,2023-12-03 08:30:03,2023-12-03 08:29:10,ECCLES STREET,20,14,6,OPEN,Eccles Street,53.3592,-6.26978
13,2023-12-03 08:30:03,2023-12-03 08:21:36,FITZWILLIAM SQUARE WEST,30,23,7,OPEN,Fitzwilliam Square West,53.3361,-6.25282
14,2023-12-03 08:30:03,2023-12-03 08:21:20,FOWNES STREET UPPER,30,12,18,OPEN,Fownes Street Upper,53.3446,-6.26337
15,2023-12-03 08:30:03,2023-12-03 08:22:20,HARDWICKE STREET,16,15,1,OPEN,Hardwicke Street,53.3555,-6.26442
16,2023-12-03 08:30:03,2023-12-03 08:29:30,GEORGES QUAY,20,4,16,OPEN,Georges Quay,53.3475,-6.25219
17,2023-12-03 08:30:03,2023-12-03 08:29:20,GOLDEN LANE,20,0,20,OPEN,Golden Lane,53.3408,-6.26773
18,2023-12-03 08:30:03,2023-12-03 08:26:53,GRANTHAM STREET,30,25,3,OPEN,Grantham Street,53.3341,-6.26544
19,2023-12-03 08:30:03,2023-12-03 08:21:14,HERBERT PLACE,30,10,20,OPEN,Herbert Place,53.3344,-6.24557
20,2023-12-03 08:30:03,2023-12-03 08:22:04,JAMES STREET EAST,30,27,3,OPEN,James Street East,53.3366,-6.24811
21,2023-12-03 08:30:03,2023-12-03 08:28:42,LEINSTER STREET SOUTH,30,19,11,OPEN,Leinster Street South,53.3422,-6.25449
22,2023-12-03 08:30:03,2023-12-03 08:29:10,TOWNSEND STREET,20,8,12,OPEN,Townsend Street,53.3459,-6.25461
23,2023-12-03 08:30:03,2023-12-03 08:29:42,CUSTOM HOUSE,30,1,29,OPEN,Custom House,53.3483,-6.25466
24,2023-12-03 08:30:03,2023-12-03 08:21:26,CATHAL BRUGHA STREET,20,2,18,OPEN,Cathal Brugha Street,53.3521,-6.26053
25,2023-12-03 08:30:03,2023-12-03 08:22:12,MERRION SQUARE EAST,30,15,15,OPEN,Merrion Square East,53.3394,-6.24655
26,2023-12-03 08:30:03,2023-12-03 08:28:20,MERRION SQUARE WEST,20,8,12,OPEN,Merrion Square West,53.3398,-6.25199
27,2023-12-03 08:30:03,2023-12-03 08:24:07,MOLESWORTH STREET,20,11,9,OPEN,Molesworth Street,53.3413,-6.25812
28,2023-12-03 08:30:03,2023-12-03 08:24:51,MOUNTJOY SQUARE WEST,30,26,3,OPEN,Mountjoy Square West,53.3563,-6.25859
29,2023-12-03 08:30:03,2023-12-03 08:21:18,ORMOND QUAY UPPER,29,2,27,OPEN,Ormond Quay Upper,53.3461,-6.268
30,2023-12-03 08:30:03,2023-12-03 08:26:13,PARNELL SQUARE NORTH,20,20,0,OPEN,Parnell Square North,53.3535,-6.26531
31,2023-12-03 08:30:03,2023-12-03 08:28:19,PARNELL STREET,20,14,6,OPEN,Parnell Street,53.3509,-6.26512
32,2023-12-03 08:30:03,2023-12-03 08:29:11,PEARSE STREET,30,30,0,OPEN,Pearse Street,53.3443,-6.25043
33,2023-12-03 08:30:03,2023-12-03 08:20:17,PRINCES STREET / O'CONNELL STREET,23,0,23,OPEN,Princes Street / O'Connell Street,53.349,-6.26031
34,2023-12-03 08:30:03,2023-12-03 08:27:06,PORTOBELLO HARBOUR,30,9,20,OPEN,Portobello Harbour,53.3304,-6.26516
35,2023-12-03 08:30:03,2023-12-03 08:22:20,SMITHFIELD,30,9,21,OPEN,Smithfield,53.3477,-6.27821
36,2023-12-03 08:30:03,2023-12-03 08:28:19,ST. STEPHEN'S GREEN EAST,40,11,29,OPEN,St. Stephen's Green East,53.3378,-6.25603
37,2023-12-03 08:30:03,2023-12-03 08:29:18,ST. STEPHEN'S GREEN SOUTH,30,27,3,OPEN,St. Stephen's Green South,53.3375,-6.26199
38,2023-12-03 08:30:03,2023-12-03 08:21:51,TALBOT STREET,40,9,31,OPEN,Talbot Street,53.351,-6.25294
39,2023-12-03 08:30:03,2023-12-03 08:21:06,WILTON TERRACE,20,10,10,OPEN,Wilton Terrace,53.3324,-6.25272
40,2023-12-03 08:30:03,2023-12-03 08:26:54,JERVIS STREET,21,0,21,OPEN,Jervis Street,53.3483,-6.26665
41,2023-12-03 08:30:03,2023-12-03 08:28:19,HARCOURT TERRACE,20,16,4,OPEN,Harcourt Terrace,53.3328,-6.25794
42,2023-12-03 08:30:03,2023-12-03 08:29:22,SMITHFIELD NORTH,30,16,14,OPEN,Smithfield North,53.3496,-6.2782
43,2023-12-03 08:30:03,2023-12-03 08:27:52,PORTOBELLO ROAD,30,25,5,OPEN,Portobello Road,53.3301,-6.26804
44,2023-12-03 08:30:03,2023-12-03 08:21:17,UPPER SHERRARD STREET,30,30,0,OPEN,Upper Sherrard Street,53.3584,-6.26064
45,2023-12-03 08:30:03,2023-12-03 08:25:10,DEVERELL PLACE,30,3,27,OPEN,Deverell Place,53.3515,-6.25527
47,2023-12-03 08:30:03,2023-12-03 08:29:17,HERBERT STREET,40,34,6,OPEN,Herbert Street,53.3357,-6.24551
48,2023-12-03 08:30:03,2023-12-03 08:20:18,EXCISE WALK,40,37,3,OPEN,Excise Walk,53.3478,-6.24424
49,2023-12-03 08:30:03,2023-12-03 08:21:18,GUILD STREET,40,32,8,OPEN,Guild Street,53.3479,-6.24093
50,2023-12-03 08:30:03,2023-12-03 08:28:16,GEORGES LANE,40,31,9,OPEN,George's Lane,53.3502,-6.2797
51,2023-12-03 08:30:03,2023-12-03 08:28:16,YORK STREET WEST,40,18,22,OPEN,York Street West,53.3393,-6.2647
52,2023-12-03 08:30:03,2023-12-03 08:20:23,YORK STREET EAST,32,12,20,OPEN,York Street East,53.3388,-6.262
53,2023-12-03 08:30:03,2023-12-03 08:20:15,NEWMAN HOUSE,40,38,2,OPEN,Newman House,53.3371,-6.26059
54,2023-12-03 08:30:03,2023-12-03 08:21:25,CLONMEL STREET,33,27,6,OPEN,Clonmel Street,53.336,-6.26298
55,2023-12-03 08:30:03,2023-12-03 08:22:02,HATCH STREET,36,33,3,OPEN,Hatch Street,53.334,-6.26071
56,2023-12-03 08:30:03,2023-12-03 08:28:17,MOUNT STREET LOWER,40,22,18,OPEN,Mount Street Lower,53.338,-6.24153
57,2023-12-03 08:30:03,2023-12-03 08:29:18,GRATTAN STREET,23,4,19,OPEN,Grattan Street,53.3396,-6.24378
58,2023-12-03 08:30:03,2023-12-03 08:20:11,SIR PATRICK DUN'S,40,25,15,OPEN,Sir Patrick's Dun,53.3392,-6.24064
59,2023-12-03 08:30:03,2023-12-03 08:21:23,DENMARK STREET GREAT,20,17,3,OPEN,Denmark Street Great,53.3556,-6.2614
60,2023-12-03 08:30:03,2023-12-03 08:22:14,NORTH CIRCULAR ROAD,30,28,2,OPEN,North Circular Road,53.3596,-6.26035
61,2023-12-03 08:30:03,2023-12-03 08:28:16,HARDWICKE PLACE,25,6,19,OPEN,Hardwicke Place,53.357,-6.26323
62,2023-12-03 08:30:03,2023-12-03 08:29:16,LIME STREET,40,23,17,OPEN,Lime Street,53.346,-6.24358
63,2023-12-03 08:30:03,2023-12-03 08:20:07,FENIAN STREET,35,9,26,OPEN,Fenian Street,53.3414,-6.24672
64,2023-12-03 08:30:03,2023-12-03 08:21:23,SANDWITH STREET,40,11,29,OPEN,Sandwith Street,53.3452,-6.24716
65,2023-12-03 08:30:03,2023-12-03 08:22:10,CONVENTION CENTRE,40,34,6,OPEN,Convention Centre,53.3474,-6.23852
66,2023-12-03 08:30:03,2023-12-03 08:28:17,NEW CENTRAL BANK,40,20,20,OPEN,New Central Bank,53.3471,-6.23475
67,2023-12-03 08:30:03,2023-12-03 08:29:13,THE POINT,40,39,1,OPEN,The Point,53.3469,-6.23085
68,2023-12-03 08:30:03,2023-12-03 08:20:04,HANOVER QUAY,40,28,12,OPEN,Hanover Quay,53.3441,-6.23715
69,2023-12-03 08:30:03,2023-12-03 08:21:18,GRAND CANAL DOCK,40,26,14,OPEN,Grand Canal Dock,53.3426,-6.2387
71,2023-12-03 08:30:03,2023-12-03 08:28:49,KEVIN STREET,40,12,28,OPEN,Kevin Street,53.3378,-6.2677
72,2023-12-03 08:30:03,2023-12-03 08:29:10,JOHN STREET WEST,31,25,6,OPEN,John Street West,53.3431,-6.27717
73,2023-12-03 08:30:03,2023-12-03 08:27:52,FRANCIS STREET,30,26,4,OPEN,Francis Street,53.3421,-6.27523
74,2023-12-03 08:30:03,2023-12-03 08:21:45,OLIVER BOND STREET,30,24,6,OPEN,Oliver Bond Street,53.3439,-6.28053
75,2023-12-03 08:30:03,2023-12-03 08:22:10,JAMES STREET,40,35,5,OPEN,James Street,53.3435,-6.28741
76,2023-12-03 08:30:03,2023-12-03 08:28:38,MARKET STREET SOUTH,38,37,1,OPEN,Market Street South,53.3423,-6.28766
77,2023-12-03 08:30:03,2023-12-03 08:29:17,WOLFE TONE STREET,29,5,24,OPEN,Wolfe Tone Street,53.3489,-6.26746
78,2023-12-03 08:30:03,2023-12-03 08:20:17,MATER HOSPITAL,40,27,13,OPEN,Mater Hospital,53.36,-6.26483
79,2023-12-03 08:30:03,2023-12-03 08:21:13,ECCLES STREET EAST,27,18,9,OPEN,Eccles Street East,53.3581,-6.2656
