STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE
88,2023-12-01 00:30:02,2023-12-01 00:28:41,BLACKHALL PLACE,30,19,11,OPEN,Blackhall Place,53.3488,-6.28164
89,2023-12-01 00:30:02,2023-12-01 00:23:01,FITZWILLIAM SQUARE EAST,40,40,0,OPEN,Fitzwilliam Square East,53.3352,-6.2509
90,2023-12-01 00:30:02,2023-12-01 00:27:28,BENSON STREET,40,40,0,OPEN,Benson Street,53.3442,-6.23345
91,2023-12-01 00:30:02,2023-12-01 00:29:11,SOUTH DOCK ROAD,30,0,30,OPEN,South Dock Road,53.3418,-6.23129
92,2023-12-01 00:30:02,2023-12-01 00:29:34,HEUSTON BRIDGE (NORTH),40,1,39,OPEN,Heuston Bridge (North),53.3478,-6.29243
93,2023-12-01 00:30:02,2023-12-01 00:25:04,HEUSTON STATION (CENTRAL),40,0,40,OPEN,Heuston Station (Central),53.3466,-6.29692
94,2023-12-01 00:30:02,2023-12-01 00:19:44,HEUSTON STATION (CAR PARK),40,9,31,OPEN,Heuston Station (Car Park),53.347,-6.2978
95,2023-12-01 00:30:02,2023-12-01 00:25:37,ROYAL HOSPITAL,40,5,35,OPEN,Royal Hospital,53.3439,-6.29706
96,2023-12-01 00:30:02,2023-12-01 00:26:50,KILMAINHAM LANE,30,12,18,OPEN,Kilmainham Lane,53.3418,-6.30509
97,2023-12-01 00:30:02,2023-12-01 00:29:19,KILMAINHAM GAOL,40,23,17,OPEN,Kilmainham Gaol,53.3421,-6.31002
98,2023-12-01 00:30:02,2023-12-01 00:24:02,FREDERICK STREET SOUTH,40,32,8,OPEN,Frederick Street South,53.3415,-6.25685
99,2023-12-01 00:30:02,2023-12-01 00:20:38,CITY QUAY,30,23,7,OPEN,City Quay,53.3466,-6.24615
100,2023-12-01 00:30:02,2023-12-01 00:24:59,HEUSTON BRIDGE (SOUTH),25,0,25,OPEN,Heuston Bridge (South),53.3471,-6.29204
101,2023-12-01 00:30:02,2023-12-01 00:28:25,KING STREET NORTH,30,23,7,OPEN,King Street North,53.3503,-6.27351
102,2023-12-01 00:30:02,2023-12-01 00:28:29,WESTERN WAY,40,38,2,OPEN,Western Way,53.3549,-6.26942
103,2023-12-01 00:30:02,2023-12-01 00:29:26,GRANGEGORMAN LOWER (SOUTH),40,40,0,OPEN,Grangegorman Lower (South),53.3547,-6.27868
104,2023-12-01 00:30:02,2023-12-01 00:29:39,GRANGEGORMAN LOWER (CENTRAL),40,40,0,OPEN,Grangegorman Lower (Central),53.3552,-6.27842
105,2023-12-01 00:30:02,2023-12-01 00:21:30,GRANGEGORMAN LOWER (NORTH),36,29,7,OPEN,Grangegorman Lower (North),53.356,-6.27838
106,2023-12-01 00:30:02,2023-12-01 00:27:47,RATHDOWN ROAD,40,13,27,OPEN,Rathdown Road,53.3589,-6.28034
107,2023-12-01 00:30:02,2023-12-01 00:28:53,CHARLEVILLE ROAD,40,26,14,OPEN,Charleville Road,53.3592,-6.28187
108,2023-12-01 00:30:02,2023-12-01 00:19:52,AVONDALE ROAD,35,22,13,OPEN,Avondale Road,53.3594,-6.27614
109,2023-12-01 00:30:02,2023-12-01 00:21:29,BUCKINGHAM STREET LOWER,29,0,29,OPEN,Buckingham Street Lower,53.3533,-6.24932
110,2023-12-01 00:30:02,2023-12-01 00:21:23,PHIBSBOROUGH ROAD,40,35,5,OPEN,Phibsborough Road,53.3563,-6.27372
111,2023-12-01 00:30:02,2023-12-01 00:26:44,MOUNTJOY SQUARE EAST,40,18,22,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-01 00:30:02,2023-12-01 00:21:07,NORTH CIRCULAR ROAD (O'CONNELL'S),30,0,30,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-01 00:30:02,2023-12-01 00:29:20,MERRION SQUARE SOUTH,40,19,19,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-01 00:30:02,2023-12-01 00:27:01,WILTON TERRACE (PARK),40,40,0,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-01 00:30:02,2023-12-01 00:23:06,KILLARNEY STREET,30,0,30,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-01 00:30:02,2023-12-01 00:27:02,BROADSTONE,30,27,3,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-01 00:30:02,2023-12-01 00:28:57,HANOVER QUAY EAST,40,26,14,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-01 01:00:03,2023-12-01 00:58:49,CLARENDON ROW,31,31,0,OPEN,Clarendon Row,53.3409,-6.2625
2,2023-12-01 01:00:03,2023-12-01 00:59:25,BLESSINGTON STREET,20,14,6,OPEN,Blessington Street,53.3568,-6.26814
3,2023-12-01 01:00:03,2023-12-01 00:50:42,BOLTON STREET,20,11,8,OPEN,Bolton Street,53.3512,-6.26986
4,2023-12-01 01:00:03,2023-12-01 00:50:55,GREEK STREET,20,10,10,OPEN,Greek Street,53.3469,-6.27298
5,2023-12-01 01:00:03,2023-12-01 00:56:24,CHARLEMONT PLACE,40,3,37,OPEN,Charlemont Street,53.3307,-6.26018
6,2023-12-01 01:00:03,2023-12-01 00:52:25,CHRISTCHURCH PLACE,20,15,5,OPEN,Christchurch Place,53.3434,-6.27012
7,2023-12-01 01:00:03,2023-12-01 00:59:00,HIGH STREET,29,23,6,OPEN,High Street,53.3436,-6.27507
8,2023-12-01 01:00:03,2023-12-01 00:52:29,CUSTOM HOUSE QUAY,30,1,29,OPEN,Custom House Quay,53.3479,-6.24805
9,2023-12-01 01:00:03,2023-12-01 00:52:35,EXCHEQUER STREET,24,21,3,OPEN,Exchequer Street,53.343,-6.26358
10,2023-12-01 01:00:03,2023-12-01 00:51:57,DAME STREET,16,3,13,OPEN,Dame Street,53.344,-6.2668
11,2023-12-01 01:00:03,2023-12-01 00:58:36,EARLSFORT TERRACE,30,30,0,OPEN,Earlsfort Terrace,53.3343,-6.2585
12,2023-12-01 01:00:03,2023-12-01 00:58:26,ECCLES STREET,20,15,5,OPEN,Eccles Street,53.3592,-6.26978
13,2023-12-01 01:00:03,2023-12-01 00:49:44,FITZWILLIAM SQUARE WEST,30,28,1,OPEN,Fitzwilliam Square West,53.3361,-6.25282
14,2023-12-01 01:00:03,2023-12-01 00:52:49,FOWNES STREET UPPER,30,21,9,OPEN,Fownes Street Upper,53.3446,-6.26337
15,2023-12-01 01:00:03,2023-12-01 00:54:56,HARDWICKE STREET,16,11,5,OPEN,Hardwicke Street,53.3555,-6.26442
16,2023-12-01 01:00:03,2023-12-01 00:58:21,GEORGES QUAY,20,2,18,OPEN,Georges Quay,53.3475,-6.25219
17,2023-12-01 01:00:03,2023-12-01 00:51:37,GOLDEN LANE,20,14,6,OPEN,Golden Lane,53.3408,-6.26773
18,2023-12-01 01:00:03,2023-12-01 00:53:27,GRANTHAM STREET,30,24,5,OPEN,Grantham Street,53.3341,-6.26544
19,2023-12-01 01:00:03,2023-12-01 00:52:34,HERBERT PLACE,30,29,1,OPEN,Herbert Place,53.3344,-6.24557
20,2023-12-01 01:00:03,2023-12-01 00:52:30,JAMES STREET EAST,30,30,0,OPEN,James Street East,53.3366,-6.24811
21,2023-12-01 01:00:03,2023-12-01 00:58:55,LEINSTER STREET SOUTH,30,12,18,OPEN,Leinster Street South,53.3422,-6.25449
22,2023-12-01 01:00:03,2023-12-01 00:56:10,TOWNSEND STREET,20,12,8,OPEN,Townsend Street,53.3459,-6.25461
23,2023-12-01 01:00:03,2023-12-01 00:50:59,CUSTOM HOUSE,30,4,26,OPEN,Custom House,53.3483,-6.25466
24,2023-12-01 01:00:03,2023-12-01 00:52:23,CATHAL BRUGHA STREET,20,0,20,OPEN,Cathal Brugha Street,53.3521,-6.26053
25,2023-12-01 01:00:03,2023-12-01 00:52:16,MERRION SQUARE EAST,30,13,17,OPEN,Merrion Square East,53.3394,-6.24655
26,2023-12-01 01:00:03,2023-12-01 00:59:01,MERRION SQUARE WEST,20,14,6,OPEN,Merrion Square West,53.3398,-6.25199
27,2023-12-01 01:00:03,2023-12-01 00:51:37,MOLESWORTH STREET,20,16,4,OPEN,Molesworth Street,53.3413,-6.25812
28,2023-12-01 01:00:03,2023-12-01 00:51:23,MOUNTJOY SQUARE WEST,30,14,16,OPEN,Mountjoy Square West,53.3563,-6.25859
29,2023-12-01 01:00:03,2023-12-01 00:52:00,ORMOND QUAY UPPER,29,11,17,OPEN,Ormond Quay Upper,53.3461,-6.268
30,2023-12-01 01:00:03,2023-12-01 00:52:18,PARNELL SQUARE NORTH,20,19,1,OPEN,Parnell Square North,53.3535,-6.26531
31,2023-12-01 01:00:03,2023-12-01 00:58:42,PARNELL STREET,20,11,9,OPEN,Parnell Street,53.3509,-6.26512
32,2023-12-01 01:00:03,2023-12-01 00:50:55,PEARSE STREET,30,12,18,OPEN,Pearse Street,53.3443,-6.25043
33,2023-12-01 01:00:03,2023-12-01 00:55:30,PRINCES STREET / O'CONNELL STREET,23,8,15,OPEN,Princes Street / O'Connell Street,53.349,-6.26031
34,2023-12-01 01:00:03,2023-12-01 00:53:28,PORTOBELLO HARBOUR,30,18,12,OPEN,Portobello Harbour,53.3304,-6.26516
35,2023-12-01 01:00:03,2023-12-01 00:53:16,SMITHFIELD,30,20,10,OPEN,Smithfield,53.3477,-6.27821
36,2023-12-01 01:00:03,2023-12-01 00:58:06,ST. STEPHEN'S GREEN EAST,40,37,3,OPEN,St. Stephen's Green East,53.3378,-6.25603
37,2023-12-01 01:00:03,2023-12-01 00:58:40,ST. STEPHEN'S GREEN SOUTH,30,30,0,OPEN,St. Stephen's Green South,53.3375,-6.26199
38,2023-12-01 01:00:03,2023-12-01 00:51:42,TALBOT STREET,40,1,39,OPEN,Talbot Street,53.351,-6.25294
39,2023-12-01 01:00:03,2023-12-01 00:52:58,WILTON TERRACE,20,19,1,OPEN,Wilton Terrace,53.3324,-6.25272
40,2023-12-01 01:00:03,2023-12-01 00:52:58,JERVIS STREET,21,21,0,OPEN,Jervis Street,53.3483,-6.26665
41,2023-12-01 01:00:03,2023-12-01 00:58:22,HARCOURT TERRACE,20,15,5,OPEN,Harcourt Terrace,53.3328,-6.25794
42,2023-12-01 01:00:03,2023-12-01 00:49:59,SMITHFIELD NORTH,30,25,5,OPEN,Smithfield North,53.3496,-6.2782
43,2023-12-01 01:00:03,2023-12-01 00:51:45,PORTOBELLO ROAD,30,11,19,OPEN,Portobello Road,53.3301,-6.26804
44,2023-12-01 01:00:03,2023-12-01 00:51:42,UPPER SHERRARD STREET,30,9,21,OPEN,Upper Sherrard Street,53.3584,-6.26064
45,2023-12-01 01:00:03,2023-12-01 00:52:25,DEVERELL PLACE,30,0,30,OPEN,Deverell Place,53.3515,-6.25527
47,2023-12-01 01:00:03,2023-12-01 00:59:13,HERBERT STREET,40,37,3,OPEN,Herbert Street,53.3357,-6.24551
48,2023-12-01 01:00:03,2023-12-01 00:50:13,EXCISE WALK,40,31,9,OPEN,Excise Walk,53.3478,-6.24424
49,2023-12-01 01:00:03,2023-12-01 00:53:48,GUILD STREET,40,3,37,OPEN,Guild Street,53.3479,-6.24093
50,2023-12-01 01:00:03,2023-12-01 00:58:05,GEORGES LANE,40,23,17,OPEN,George's Lane,53.3502,-6.2797
51,2023-12-01 01:00:03,2023-12-01 00:57:22,YORK STREET WEST,40,38,2,OPEN,York Street West,53.3393,-6.2647
52,2023-12-01 01:00:03,2023-12-01 00:59:45,YORK STREET EAST,32,31,0,OPEN,York Street East,53.3388,-6.262
53,2023-12-01 01:00:03,2023-12-01 00:49:46,NEWMAN HOUSE,40,40,0,OPEN,Newman House,53.3371,-6.26059
54,2023-12-01 01:00:03,2023-12-01 00:51:15,CLONMEL STREET,33,31,2,OPEN,Clonmel Street,53.336,-6.26298
55,2023-12-01 01:00:03,2023-12-01 00:52:03,HATCH STREET,36,36,0,OPEN,Hatch Street,53.334,-6.26071
56,2023-12-01 01:00:03,2023-12-01 00:50:42,MOUNT STREET LOWER,40,31,9,OPEN,Mount Street Lower,53.338,-6.24153
57,2023-12-01 01:00:03,2023-12-01 00:59:29,GRATTAN STREET,23,4,19,OPEN,Grattan Street,53.3396,-6.24378
58,2023-12-01 01:00:03,2023-12-01 00:52:42,SIR PATRICK DUN'S,40,40,0,OPEN,Sir Patrick's Dun,53.3392,-6.24064
59,2023-12-01 01:00:03,2023-12-01 00:51:13,DENMARK STREET GREAT,20,13,7,OPEN,Denmark Street Great,53.3556,-6.2614
60,2023-12-01 01:00:03,2023-12-01 00:53:55,NORTH CIRCULAR ROAD,30,3,27,OPEN,North Circular Road,53.3596,-6.26035
61,2023-12-01 01:00:03,2023-12-01 00:57:25,HARDWICKE PLACE,25,25,0,OPEN,Hardwicke Place,53.357,-6.26323
62,2023-12-01 01:00:03,2023-12-01 00:59:40,LIME STREET,40,22,18,OPEN,Lime Street,53.346,-6.24358
63,2023-12-01 01:00:03,2023-12-01 00:52:40,FENIAN STREET,35,25,10,OPEN,Fenian Street,53.3414,-6.24672
64,2023-12-01 01:00:03,2023-12-01 00:51:44,SANDWITH STREET,40,26,14,OPEN,Sandwith Street,53.3452,-6.24716
65,2023-12-01 01:00:03,2023-12-01 00:54:58,CONVENTION CENTRE,40,31,9,OPEN,Convention Centre,53.3474,-6.23852
66,2023-12-01 01:00:03,2023-12-01 00:56:33,NEW CENTRAL BANK,40,31,9,OPEN,New Central Bank,53.3471,-6.23475
67,2023-12-01 01:00:03,2023-12-01 00:51:37,THE POINT,40,20,20,OPEN,The Point,53.3469,-6.23085
68,2023-12-01 01:00:03,2023-12-01 00:53:01,HANOVER QUAY,40,36,4,OPEN,Hanover Quay,53.3441,-6.23715
69,2023-12-01 01:00:03,2023-12-01 00:55:55,GRAND CANAL DOCK,40,9,31,OPEN,Grand Canal Dock,53.3426,-6.2387
71,2023-12-01 01:00:03,2023-12-01 00:59:25,KEVIN STREET,40,23,17,OPEN,Kevin Street,53.3378,-6.2677
72,2023-12-01 01:00:03,2023-12-01 00:54:07,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717
73,2023-12-01 01:00:03,2023-12-01 00:50:23,FRANCIS STREET,30,24,6,OPEN,Francis Street,53.3421,-6.27523
74,2023-12-01 01:00:03,2023-12-01 00:51:42,OLIVER BOND STREET,30,27,3,OPEN,Oliver Bond Street,53.3439,-6.28053
75,2023-12-01 01:00:03,2023-12-01 00:52:16,JAMES STREET,40,35,5,OPEN,James Street,53.3435,-6.28741
76,2023-12-01 01:00:03,2023-12-01 00:58:03,MARKET STREET SOUTH,38,27,11,OPEN,Market Street South,53.3423,-6.28766
77,2023-12-01 01:00:03,2023-12-01 00:59:23,WOLFE TONE STREET,29,27,2,OPEN,Wolfe Tone Street,53.3489,-6.26746
78,2023-12-01 01:00:03,2023-12-01 00:50:21,MATER HOSPITAL,40,17,23,OPEN,Mater Hospital,53.36,-6.26483
79,2023-12-01 01:00:03,2023-12-01 00:50:23,ECCLES STREET EAST,27,25,2,OPEN,Eccles Street East,53.3581,-6.2656
80,2023-12-01 01:00:03,2023-12-01 00:56:18,ST JAMES HOSPITAL (LUAS),40,19,20,OPEN,St James Hospital (Luas),53.3414,-6.29295
82,2023-12-01 01:00:03,2023-12-01 00:58:12,MOUNT BROWN,22,17,5,OPEN,Mount Brown,53.3416,-6.29719
83,2023-12-01 01:00:03,2023-12-01 00:59:30,EMMET ROAD,40,13,17,OPEN,Emmet Road,53.3407,-6.30819
84,2023-12-01 01:00:03,2023-12-01 00:50:12,BROOKFIELD ROAD,30,24,6,OPEN,Brookfield Road,53.339,-6.30022
85,2023-12-01 01:00:03,2023-12-01 00:52:02,ROTHE ABBEY,35,21,14,OPEN,Rothe Abbey,53.3388,-6.30395
86,2023-12-01 01:00:03,2023-12-01 00:58:31,PARKGATE STREET,38,1,37,OPEN,Parkgate Street,53.348,-6.2918
87,2023-12-01 01:00:03,2023-12-01 00:59:21,COLLINS BARRACKS MUSEUM,38,21,17,OPEN,Collins Barracks Museum,53.3475,-6.28525
88,2023-12-01 01:00:03,2023-12-01 00:57:44,BLACKHALL PLACE,30,17,13,OPEN,Blackhall Place,53.3488,-6.28164
89,2023-12-01 01:00:03,2023-12-01 00:53:19,FITZWILLIAM SQUARE EAST,40,40,0,OPEN,Fitzwilliam Square East,53.3352,-6.2509
90,2023-12-01 01:00:03,2023-12-01 00:57:47,BENSON STREET,40,39,1,OPEN,Benson Street,53.3442,-6.23345
91,2023-12-01 01:00:03,2023-12-01 00:59:30,SOUTH DOCK ROAD,30,0,30,OPEN,South Dock Road,53.3418,-6.23129
92,2023-12-01 01:00:03,2023-12-01 00:49:49,HEUSTON BRIDGE (NORTH),40,1,39,OPEN,Heuston Bridge (North),53.3478,-6.29243
93,2023-12-01 01:00:03,2023-12-01 00:51:06,HEUSTON STATION (CENTRAL),40,0,40,OPEN,Heuston Station (Central),53.3466,-6.29692
94,2023-12-01 01:00:03,2023-12-01 00:50:02,HEUSTON STATION (CAR PARK),40,9,31,OPEN,Heuston Station (Car Park),53.347,-6.2978
95,2023-12-01 01:00:03,2023-12-01 00:55:55,ROYAL HOSPITAL,40,4,36,OPEN,Royal Hospital,53.3439,-6.29706
96,2023-12-01 01:00:03,2023-12-01 00:57:10,KILMAINHAM LANE,30,11,19,OPEN,Kilmainham Lane,53.3418,-6.30509
97,2023-12-01 01:00:03,2023-12-01 00:59:38,KILMAINHAM GAOL,40,23,17,OPEN,Kilmainham Gaol,53.3421,-6.31002
98,2023-12-01 01:00:03,2023-12-01 00:54:21,FREDERICK STREET SOUTH,40,32,8,OPEN,Frederick Street South,53.3415,-6.25685
99,2023-12-01 01:00:03,2023-12-01 00:56:35,CITY QUAY,30,23,7,OPEN,City Quay,53.3466,-6.24615
100,2023-12-01 01:00:03,2023-12-01 00:55:18,HEUSTON BRIDGE (SOUTH),25,1,24,OPEN,Heuston Bridge (South),53.3471,-6.29204
101,2023-12-01 01:00:03,2023-12-01 00:58:30,KING STREET NORTH,30,23,7,OPEN,King Street North,53.3503,-6.27351
102,2023-12-01 01:00:03,2023-12-01 00:58:48,WESTERN WAY,40,38,2,OPEN,Western Way,53.3549,-6.26942
103,2023-12-01 01:00:03,2023-12-01 00:59:44,GRANGEGORMAN LOWER (SOUTH),40,40,0,OPEN,Grangegorman Lower (South),53.3547,-6.27868
104,2023-12-01 01:00:03,2023-12-01 00:49:52,GRANGEGORMAN LOWER (CENTRAL),40,40,0,OPEN,Grangegorman Lower (Central),53.3552,-6.27842
105,2023-12-01 01:00:03,2023-12-01 00:51:50,GRANGEGORMAN LOWER (NORTH),36,29,7,OPEN,Grangegorman Lower (North),53.356,-6.27838
106,2023-12-01 01:00:03,2023-12-01 00:58:07,RATHDOWN ROAD,40,13,27,OPEN,Rathdown Road,53.3589,-6.28034
107,2023-12-01 01:00:03,2023-12-01 00:59:12,CHARLEVILLE ROAD,40,26,14,OPEN,Charleville Road,53.3592,-6.28187
108,2023-12-01 01:00:03,2023-12-01 00:50:11,AVONDALE ROAD,35,22,13,OPEN,Avondale Road,53.3594,-6.27614
109,2023-12-01 01:00:03,2023-12-01 00:51:49,BUCKINGHAM STREET LOWER,29,0,29,OPEN,Buckingham Street Lower,53.3533,-6.24932
110,2023-12-01 01:00:03,2023-12-01 00:51:43,PHIBSBOROUGH ROAD,40,35,5,OPEN,Phibsborough Road,53.3563,-6.27372
111,2023-12-01 01:00:03,2023-12-01 00:57:02,MOUNTJOY SQUARE EAST,40,18,22,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-01 01:00:03,2023-12-01 00:51:25,NORTH CIRCULAR ROAD (O'CONNELL'S),30,0,30,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-01 01:00:03,2023-12-01 00:59:37,MERRION SQUARE SOUTH,40,19,19,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-01 01:00:03,2023-12-01 00:51:39,WILTON TERRACE (PARK),40,40,0,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-01 01:00:03,2023-12-01 00:53:24,KILLARNEY STREET,30,0,30,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-01 01:00:03,2023-12-01 00:57:21,BROADSTONE,30,27,3,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-01 01:00:03,2023-12-01 00:59:15,HANOVER QUAY EAST,40,26,14,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-01 01:30:03,2023-12-01 01:29:04,CLARENDON ROW,31,31,0,OPEN,Clarendon Row,53.3409,-6.2625
2,2023-12-01 01:30:03,2023-12-01 01:29:42,BLESSINGTON STREET,20,14,6,OPEN,Blessington Street,53.3568,-6.26814
3,2023-12-01 01:30:03,2023-12-01 01:20:58,BOLTON STREET,20,11,8,OPEN,Bolton Street,53.3512,-6.26986
4,2023-12-01 01:30:03,2023-12-01 01:21:11,GREEK STREET,20,10,10,OPEN,Greek Street,53.3469,-6.27298
5,2023-12-01 01:30:03,2023-12-01 01:26:41,CHARLEMONT PLACE,40,3,37,OPEN,Charlemont Street,53.3307,-6.26018
6,2023-12-01 01:30:03,2023-12-01 01:22:42,CHRISTCHURCH PLACE,20,15,5,OPEN,Christchurch Place,53.3434,-6.27012
7,2023-12-01 01:30:03,2023-12-01 01:29:16,HIGH STREET,29,23,6,OPEN,High Street,53.3436,-6.27507
8,2023-12-01 01:30:03,2023-12-01 01:22:45,CUSTOM HOUSE QUAY,30,1,29,OPEN,Custom House Quay,53.3479,-6.24805
9,2023-12-01 01:30:03,2023-12-01 01:22:51,EXCHEQUER STREET,24,21,3,OPEN,Exchequer Street,53.343,-6.26358
10,2023-12-01 01:30:03,2023-12-01 01:22:13,DAME STREET,16,3,13,OPEN,Dame Street,53.344,-6.2668
11,2023-12-01 01:30:03,2023-12-01 01:28:52,EARLSFORT TERRACE,30,30,0,OPEN,Earlsfort Terrace,53.3343,-6.2585
12,2023-12-01 01:30:03,2023-12-01 01:28:41,ECCLES STREET,20,15,5,OPEN,Eccles Street,53.3592,-6.26978
13,2023-12-01 01:30:03,2023-12-01 01:20:00,FITZWILLIAM SQUARE WEST,30,28,1,OPEN,Fitzwilliam Square West,53.3361,-6.25282
14,2023-12-01 01:30:03,2023-12-01 01:23:06,FOWNES STREET UPPER,30,21,9,OPEN,Fownes Street Upper,53.3446,-6.26337
15,2023-12-01 01:30:03,2023-12-01 01:25:14,HARDWICKE STREET,16,10,6,OPEN,Hardwicke Street,53.3555,-6.26442
16,2023-12-01 01:30:03,2023-12-01 01:28:36,GEORGES QUAY,20,2,18,OPEN,Georges Quay,53.3475,-6.25219
17,2023-12-01 01:30:03,2023-12-01 01:21:55,GOLDEN LANE,20,13,7,OPEN,Golden Lane,53.3408,-6.26773
18,2023-12-01 01:30:03,2023-12-01 01:23:44,GRANTHAM STREET,30,24,5,OPEN,Grantham Street,53.3341,-6.26544
19,2023-12-01 01:30:03,2023-12-01 01:22:49,HERBERT PLACE,30,29,1,OPEN,Herbert Place,53.3344,-6.24557
20,2023-12-01 01:30:03,2023-12-01 01:22:46,JAMES STREET EAST,30,30,0,OPEN,James Street East,53.3366,-6.24811
21,2023-12-01 01:30:03,2023-12-01 01:29:11,LEINSTER STREET SOUTH,30,12,18,OPEN,Leinster Street South,53.3422,-6.25449
22,2023-12-01 01:30:03,2023-12-01 01:21:59,TOWNSEND STREET,20,12,8,OPEN,Townsend Street,53.3459,-6.25461
23,2023-12-01 01:30:03,2023-12-01 01:21:15,CUSTOM HOUSE,30,4,26,OPEN,Custom House,53.3483,-6.25466
24,2023-12-01 01:30:03,2023-12-01 01:22:40,CATHAL BRUGHA STREET,20,0,20,OPEN,Cathal Brugha Street,53.3521,-6.26053
25,2023-12-01 01:30:03,2023-12-01 01:22:32,MERRION SQUARE EAST,30,13,17,OPEN,Merrion Square East,53.3394,-6.24655
26,2023-12-01 01:30:03,2023-12-01 01:29:17,MERRION SQUARE WEST,20,14,6,OPEN,Merrion Square West,53.3398,-6.25199
27,2023-12-01 01:30:03,2023-12-01 01:21:52,MOLESWORTH STREET,20,16,4,OPEN,Molesworth Street,53.3413,-6.25812
28,2023-12-01 01:30:03,2023-12-01 01:21:40,MOUNTJOY SQUARE WEST,30,14,16,OPEN,Mountjoy Square West,53.3563,-6.25859
29,2023-12-01 01:30:03,2023-12-01 01:22:16,ORMOND QUAY UPPER,29,11,17,OPEN,Ormond Quay Upper,53.3461,-6.268
30,2023-12-01 01:30:03,2023-12-01 01:22:34,PARNELL SQUARE NORTH,20,19,1,OPEN,Parnell Square North,53.3535,-6.26531
31,2023-12-01 01:30:03,2023-12-01 01:28:57,PARNELL STREET,20,11,9,OPEN,Parnell Street,53.3509,-6.26512
32,2023-12-01 01:30:03,2023-12-01 01:21:11,PEARSE STREET,30,12,18,OPEN,Pearse Street,53.3443,-6.25043
33,2023-12-01 01:30:03,2023-12-01 01:22:56,PRINCES STREET / O'CONNELL STREET,23,8,15,OPEN,Princes Street / O'Connell Street,53.349,-6.26031
34,2023-12-01 01:30:03,2023-12-01 01:23:43,PORTOBELLO HARBOUR,30,18,12,OPEN,Portobello Harbour,53.3304,-6.26516
35,2023-12-01 01:30:03,2023-12-01 01:23:32,SMITHFIELD,30,20,10,OPEN,Smithfield,53.3477,-6.27821
36,2023-12-01 01:30:03,2023-12-01 01:28:21,ST. STEPHEN'S GREEN EAST,40,37,3,OPEN,St. Stephen's Green East,53.3378,-6.25603
37,2023-12-01 01:30:03,2023-12-01 01:28:56,ST. STEPHEN'S GREEN SOUTH,30,30,0,OPEN,St. Stephen's Green South,53.3375,-6.26199
38,2023-12-01 01:30:03,2023-12-01 01:21:59,TALBOT STREET,40,1,39,OPEN,Talbot Street,53.351,-6.25294
39,2023-12-01 01:30:03,2023-12-01 01:23:14,WILTON TERRACE,20,19,1,OPEN,Wilton Terrace,53.3324,-6.25272
40,2023-12-01 01:30:03,2023-12-01 01:23:13,JERVIS STREET,21,21,0,OPEN,Jervis Street,53.3483,-6.26665
41,2023-12-01 01:30:03,2023-12-01 01:28:37,HARCOURT TERRACE,20,15,5,OPEN,Harcourt Terrace,53.3328,-6.25794
42,2023-12-01 01:30:03,2023-12-01 01:20:15,SMITHFIELD NORTH,30,25,5,OPEN,Smithfield North,53.3496,-6.2782
43,2023-12-01 01:30:03,2023-12-01 01:22:02,PORTOBELLO ROAD,30,11,19,OPEN,Portobello Road,53.3301,-6.26804
44,2023-12-01 01:30:03,2023-12-01 01:21:59,UPPER SHERRARD STREET,30,9,21,OPEN,Upper Sherrard Street,53.3584,-6.26064
45,2023-12-01 01:30:03,2023-12-01 01:22:42,DEVERELL PLACE,30,0,30,OPEN,Deverell Place,53.3515,-6.25527
47,2023-12-01 01:30:03,2023-12-01 01:29:29,HERBERT STREET,40,37,3,OPEN,Herbert Street,53.3357,-6.24551
48,2023-12-01 01:30:03,2023-12-01 01:20:28,EXCISE WALK,40,31,9,OPEN,Excise Walk,53.3478,-6.24424
49,2023-12-01 01:30:03,2023-12-01 01:24:06,GUILD STREET,40,3,37,OPEN,Guild Street,53.3479,-6.24093
50,2023-12-01 01:30:03,2023-12-01 01:28:21,GEORGES LANE,40,23,17,OPEN,George's Lane,53.3502,-6.2797
51,2023-12-01 01:30:03,2023-12-01 01:27:38,YORK STREET WEST,40,38,2,OPEN,York Street West,53.3393,-6.2647
52,2023-12-01 01:30:03,2023-12-01 01:21:32,YORK STREET EAST,32,31,0,OPEN,York Street East,53.3388,-6.262
53,2023-12-01 01:30:03,2023-12-01 01:20:02,NEWMAN HOUSE,40,40,0,OPEN,Newman House,53.3371,-6.26059
